SampleID	NumberID	Cohort	CohortLab	DietGroup	DietGroupLab	Type	TypeLab	Diet.Type	Sex	SexLab	Diet.Sex	Mouse	Project	MTB_Metabolon_source_file_name	MTB_SAMPLENAME	MTB_CLIENTIDENTIFIER	MTB_PARENTSAMPLEID	MTB_SAMPLENUMBER	MTB_GROUP	MTB_GROUPNUMBER	MTB_GROUPNAME2	MTB_TREATMENT	MTB_COLLECTIONSITE	MTB_COLONLOCATION	MTB_COMMENT	MTB_DIET	MTB_GENDER	MTB_INOCULUM	MTB_NORMALIZATION	MTB_NORMALIZE	MTB_VOLUMEEXTRACTEDUL	MTB_MASSEXTRACTED	MTB_RUNDAY	MTB_SAMPLEAMOUNT	MTB_SAMPLINGSITE	MTB_SUBJECTORANIMALID	MTB_TIMEPOINT	MTB_TXXDIET
R3_19_P	189	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Male	M	R.M	R3_19	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01435	R3_19_P	5363996	156	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R3_20_P	190	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Male	M	R.M	R3_20	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01436	R3_20_P	5363997	157	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R3_21_P	191	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Male	M	R.M	R3_21	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01437	R3_21_P	5363998	158	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R3_22_P	192	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Male	M	R.M	R3_22	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01438	R3_22_P	5363999	159	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R5_23_P	193	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Male	M	R.M	R5_23	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01439	R5_23_P	5364000	160	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R6_28_M	194	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Male	M	R.M	R6_28	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01440	R6_28_M	5364001	161	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R6_29_M	195	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Male	M	R.M	R6_29	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01441	R6_29_M	5364002	162	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R6_31_M	196	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Male	M	R.M	R6_31	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01442	R6_31_M	5364003	163	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_2_P	197	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Female	F	F.F	FR_2	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01443	FR_2_P	5364004	164	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_3_M	198	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Female	F	F.F	FR_3	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01444	FR_3_M	5364005	165	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_4_M	199	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_4	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01445	FR_4_M	5364006	166	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_5_M	200	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_5	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01446	FR_5_M	5364007	167	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_6_M	201	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_6	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01447	FR_6_M	5364008	168	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_7_M	202	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_7	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01448	FR_7_M	5364009	169	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_8_M	203	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_8	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01449	FR_8_M	5364010	170	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_9_M	204	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_9	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01450	FR_9_M	5364011	171	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_10_P	205	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_10	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01451	FR_10_P	5364012	172	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_11_P	206	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Female	F	F.F	FR_11	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01452	FR_11_P	5364013	173	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_12_P	207	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Female	F	F.F	FR_12	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01453	FR_12_P	5364014	174	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_13_P	208	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Female	F	F.F	FR_13	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01454	FR_13_P	5364015	175	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_15_P	209	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_15	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01455	FR_15_P	5364016	176	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_16_P	210	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_16	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01456	FR_16_P	5364017	177	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_17_M	211	GermFreeAOM_DSS	G	Fermented_rice_bran	F	Blood_plasma	B	F.B	Male	M	F.M	FR_17	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01457	FR_17_M	5364018	178	No Inoculum Plasma FRB	9	not_applicable	AOM_DSS GFmice _ Fermented rice bran diet _ Plasama 	not_applicable	not_applicable	No Inoculum Plasma FRB	FRB	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
